KICID|Teff|Teff_err|logg|logg_err|FeH|FeH_err|M_noCorrection|err|R_noCorrection|err|M_RGB|err|R_RGB|err|M_Clump|err|R_Clump|err|EvoPhase|
8478783|4885|100|2.340|0.013|-0.89|0.30|0.87|0.10|10.44|0.49|0.76|0.09|9.76|0.45|0.86|0.10|10.38|0.49|2|
8479182|4738|100|2.431|0.011|-0.20|0.30|1.55|0.15|12.54|0.50|1.38|0.14|11.86|0.47|1.55|0.15|12.54|0.50|2|
8479197|5054|145|2.974|0.009|-0.60|0.30|1.40|0.09|6.38|0.14|1.31|0.08|6.19|0.14|1.44|0.09|6.48|0.14|1|
8479301|4836|80|3.021|0.010|-0.34|0.15|1.35|0.10|5.93|0.15|1.21|0.09|5.63|0.14|1.35|0.10|5.94|0.15|1|
8479383|4761|100|2.419|0.011|-0.14|0.15|1.10|0.09|10.73|0.35|1.00|0.09|10.24|0.33|1.10|0.09|10.74|0.35|2|
8479780|5048|100|2.521|0.011|-0.63|0.30|1.54|0.13|11.29|0.37|1.44|0.12|10.92|0.36|1.59|0.14|11.47|0.38|2|
8480097|4847|100|3.209|0.006|-0.43|0.30|1.20|0.06|4.51|0.08|1.08|0.05|4.27|0.08|1.20|0.06|4.52|0.08|1|
8480205|4594|100|2.584|0.009|-0.25|0.30|1.21|0.08|9.28|0.21|1.05|0.07|8.64|0.20|1.18|0.08|9.18|0.21|1|
8480233|4753|100|2.355|0.016|-0.94|0.30|0.81|0.10|9.93|0.45|0.67|0.08|9.01|0.40|0.77|0.10|9.65|0.44|2|
8480313|4712|100|2.360|0.026|-0.41|0.30|1.07|0.21|11.30|0.79|0.92|0.18|10.51|0.73|1.04|0.20|11.14|0.78|2|
8480446|4342|100|1.815|0.052|0.16|0.30|1.21|0.56|22.54|4.22|1.05|0.48|20.98|3.85|1.19|0.55|22.33|4.17|1|
8480808|5064|155|2.508|0.010|-0.17|0.30|1.61|0.15|11.71|0.46|1.56|0.15|11.54|0.45|1.65|0.16|11.84|0.47|2|
8481174|4746|100|2.365|0.011|-0.24|0.15|1.49|0.13|13.28|0.41|1.33|0.11|12.54|0.38|1.49|0.12|13.26|0.40|1|
8481716|5271|155|3.235|0.008|-0.39|0.30|1.14|0.07|4.26|0.09|1.18|0.07|4.33|0.09|1.16|0.07|4.30|0.09|1|
8481765|4606|80|2.378|0.008|0.33|0.15|0.99|0.08|10.68|0.36|0.93|0.07|10.31|0.34|0.99|0.08|10.65|0.36|2|
8482522|4759|140|2.416|0.017|0.39|0.30|1.25|0.15|11.46|0.49|1.20|0.15|11.23|0.48|1.24|0.15|11.44|0.49|2|
8482566|4981|148|2.310|0.014|-0.38|0.30|1.07|0.13|12.01|0.61|1.03|0.13|11.74|0.59|1.09|0.14|12.10|0.62|2|
8482769|4945|100|2.364|0.012|-0.38|0.15|0.93|0.12|10.52|0.60|0.89|0.11|10.29|0.58|0.95|0.12|10.59|0.60|2|
8482791|4976|148|2.701|0.009|-0.26|0.30|1.36|0.09|8.62|0.20|1.30|0.09|8.41|0.20|1.39|0.09|8.71|0.21|1|
8482831|5214|159|2.362|0.016|-0.39|0.30|0.76|0.12|9.51|0.63|0.80|0.12|9.79|0.65|0.77|0.12|9.58|0.63|2|
8482944|4735|80|2.372|0.011|-0.28|0.15|1.00|0.11|10.78|0.51|0.89|0.10|10.16|0.47|0.99|0.11|10.72|0.51|2|
8483306|5158|156|2.398|0.011|-0.31|0.30|1.14|0.11|11.19|0.43|1.16|0.11|11.28|0.43|1.16|0.11|11.26|0.43|2|
8487250|5232|161|2.443|0.017|-0.41|0.30|1.16|0.14|10.70|0.46|1.18|0.14|10.82|0.46|1.18|0.14|10.80|0.46|2|
8487525|5359|165|3.205|0.009|-0.89|0.30|1.07|0.07|4.28|0.10|1.10|0.07|4.34|0.10|1.09|0.07|4.32|0.10|1|
8487527|4802|168|2.372|0.013|-0.32|0.30|0.73|0.08|9.22|0.36|0.68|0.07|8.91|0.35|0.74|0.08|9.25|0.36|2|
8487796|5149|158|2.628|0.009|-0.19|0.30|1.56|0.11|10.04|0.25|1.56|0.11|10.02|0.25|1.60|0.11|10.16|0.25|1|
8487905|4890|80|2.621|0.017|-0.01|0.15|1.61|0.23|10.29|0.58|1.53|0.22|10.01|0.56|1.64|0.23|10.37|0.58|2|
8488530|4883|152|2.837|0.009|0.37|0.30|1.76|0.11|8.39|0.19|1.71|0.11|8.27|0.19|1.79|0.12|8.46|0.19|1|
8488718|5053|176|2.898|0.012|-0.18|0.30|2.02|0.53|8.37|1.07|1.96|0.51|8.24|1.04|2.09|0.55|8.51|1.09|2|
8489112|5389|162|2.814|0.010|-0.58|0.30|1.85|0.14|8.82|0.23|1.93|0.14|9.01|0.24|1.93|0.14|9.00|0.24|2|
8489118|4982|152|2.525|0.009|-0.12|0.30|1.43|0.09|10.80|0.25|1.37|0.09|10.60|0.25|1.45|0.09|10.90|0.26|1|
8489832|4804|80|2.525|0.010|0.08|0.15|1.51|0.11|11.14|0.30|1.42|0.11|10.78|0.29|1.54|0.12|11.22|0.30|2|
8490454|4992|152|2.750|0.009|-0.51|0.30|1.31|0.08|8.01|0.18|1.22|0.08|7.73|0.18|1.35|0.09|8.11|0.18|1|
8490583|5012|150|2.437|0.010|-0.21|0.30|1.33|0.10|11.55|0.31|1.29|0.10|11.36|0.31|1.35|0.10|11.65|0.32|2|
8490701|5256|162|2.866|0.009|-0.46|0.30|1.88|0.12|8.37|0.20|1.89|0.12|8.40|0.20|1.95|0.13|8.53|0.20|1|
8491073|4882|147|2.380|0.016|0.18|0.30|1.20|0.16|11.69|0.59|1.18|0.16|11.62|0.58|1.20|0.16|11.73|0.59|2|
8491147|5050|101|2.480|0.011|-0.51|0.15|1.21|0.10|10.50|0.31|1.16|0.09|10.24|0.30|1.24|0.10|10.63|0.31|2|
8491197|4476|80|2.188|0.010|-0.03|0.15|1.16|0.10|14.34|0.46|1.00|0.08|13.36|0.42|1.14|0.09|14.21|0.46|1|
8491283|4870|80|2.586|0.011|0.17|0.15|1.84|0.16|11.43|0.38|1.76|0.15|11.17|0.37|1.88|0.16|11.56|0.38|2|
8493827|4749|80|2.428|0.010|-0.01|0.15|1.18|0.15|11.01|0.63|1.09|0.14|10.58|0.60|1.19|0.15|11.04|0.63|2|
8493969|4830|96|2.946|0.006|-0.20|0.15|1.16|0.06|6.00|0.11|1.07|0.05|5.76|0.11|1.17|0.06|6.02|0.11|1|
8494157|5102|158|2.935|0.009|-0.60|0.30|1.13|0.07|5.99|0.14|1.09|0.07|5.89|0.14|1.16|0.08|6.07|0.14|1|
8494160|4791|80|3.214|0.006|0.18|0.15|1.14|0.05|4.37|0.08|1.10|0.05|4.29|0.08|1.15|0.05|4.38|0.08|1|
8495051|4907|148|2.645|0.008|-0.20|0.30|1.25|0.08|8.79|0.20|1.17|0.07|8.53|0.19|1.26|0.08|8.84|0.20|1|
8495056|4953|152|2.337|0.013|-0.36|0.30|0.78|0.11|9.93|0.58|0.78|0.11|9.93|0.58|0.79|0.11|10.00|0.58|2|
8495082|4376|80|1.826|0.021|-0.20|0.15|1.23|0.19|22.44|1.20|1.06|0.16|20.84|1.11|1.19|0.18|22.10|1.18|1|
8495124|4581|80|2.215|0.009|-0.85|0.15|0.90|0.06|12.25|0.32|0.73|0.05|11.06|0.29|0.84|0.06|11.85|0.31|1|
8495281|4923|153|2.927|0.010|0.23|0.30|1.79|0.13|7.62|0.20|1.74|0.13|7.51|0.19|1.83|0.14|7.70|0.20|1|
8495626|4719|80|2.610|0.006|0.08|0.15|1.61|0.08|10.42|0.20|1.48|0.07|9.98|0.19|1.63|0.08|10.49|0.20|1|
8495760|4978|152|2.445|0.033|-0.11|0.30|1.49|0.35|12.09|1.01|1.43|0.34|11.85|0.98|1.51|0.36|12.21|1.02|2|
8496042|4817|80|2.536|0.011|0.08|0.15|1.46|0.12|10.81|0.34|1.38|0.11|10.48|0.32|1.48|0.12|10.88|0.34|2|
8496043|4908|152|2.626|0.010|-0.30|0.30|1.43|0.11|9.63|0.26|1.32|0.10|9.27|0.25|1.45|0.11|9.72|0.26|1|
8496232|5037|148|3.276|0.008|-0.42|0.30|1.07|0.07|3.95|0.09|1.04|0.06|3.89|0.09|1.09|0.07|3.99|0.09|1|
8496572|4857|80|2.450|0.015|-0.34|0.15|1.83|0.21|13.32|0.59|1.66|0.19|12.71|0.56|1.84|0.22|13.37|0.59|2|
8497211|4635|162|2.394|0.029|-0.28|0.30|1.62|0.82|13.40|3.25|1.44|0.71|12.62|2.98|1.60|0.81|13.30|3.21|2|
8499557|5022|145|2.860|0.008|-0.23|0.30|1.84|0.11|8.35|0.19|1.76|0.11|8.16|0.18|1.89|0.12|8.47|0.19|1|
8499922|4845|148|2.602|0.010|-0.50|0.30|1.40|0.10|9.79|0.25|1.25|0.09|9.24|0.23|1.39|0.10|9.77|0.25|1|
8500090|4434|155|2.172|0.048|-0.16|0.30|1.94|0.77|18.94|2.89|1.76|0.69|18.02|2.72|1.91|0.75|18.79|2.87|0|
8500704|5117|160|2.363|0.013|-0.37|0.30|0.94|0.12|10.59|0.58|0.96|0.12|10.70|0.59|0.96|0.12|10.66|0.58|2|
8505072|4717|80|2.925|0.007|-0.23|0.15|1.16|0.06|6.15|0.11|1.03|0.05|5.79|0.10|1.15|0.06|6.12|0.11|1|
8505345|5093|154|2.393|0.015|-0.32|0.30|1.02|0.12|10.67|0.47|1.03|0.12|10.71|0.47|1.04|0.12|10.72|0.47|2|
8505515|4872|141|2.525|0.009|-0.44|0.30|1.47|0.10|10.98|0.27|1.33|0.09|10.43|0.25|1.48|0.10|11.02|0.27|1|
8505576|4995|147|3.164|0.008|-0.16|0.30|1.31|0.10|4.96|0.15|1.27|0.09|4.88|0.15|1.33|0.10|4.99|0.15|1|
8506096|4859|80|2.564|0.009|0.12|0.15|1.89|0.14|11.88|0.32|1.79|0.13|11.58|0.31|1.93|0.14|12.02|0.33|2|
8506123|4923|155|2.377|0.016|-0.39|0.30|0.86|0.11|9.93|0.52|0.82|0.11|9.73|0.50|0.87|0.11|9.99|0.52|2|
8506218|4561|159|2.437|0.038|-0.16|0.30|1.67|0.74|12.95|2.59|1.49|0.65|12.22|2.38|1.65|0.73|12.87|2.56|2|
8506281|4829|148|2.383|0.018|0.17|0.30|0.80|0.18|9.52|0.95|0.83|0.19|9.70|0.98|0.81|0.18|9.57|0.96|2|
8506295|4788|142|2.438|0.015|0.25|0.30|1.83|0.20|13.55|0.54|1.73|0.19|13.18|0.52|1.87|0.21|13.68|0.54|0|
8506788|4865|80|2.400|0.010|-0.26|0.15|1.10|0.10|10.97|0.39|1.02|0.09|10.57|0.37|1.11|0.10|10.99|0.39|2|
8506816|4936|80|3.060|0.006|-0.38|0.15|1.18|0.06|5.31|0.09|1.10|0.05|5.12|0.09|1.20|0.06|5.35|0.09|1|
8506868|4691|141|2.394|0.013|0.07|0.30|1.36|0.13|12.28|0.39|1.24|0.11|11.72|0.37|1.37|0.13|12.33|0.40|2|
8507295|4737|80|2.596|0.007|-0.49|0.15|1.22|0.06|9.19|0.18|1.05|0.06|8.56|0.16|1.18|0.06|9.07|0.18|1|
8507397|4909|80|2.476|0.012|-0.25|0.15|1.32|0.13|10.99|0.43|1.23|0.12|10.62|0.41|1.34|0.13|11.08|0.43|2|
8507484|4905|80|2.892|0.006|-0.07|0.15|1.66|0.08|7.64|0.14|1.57|0.08|7.42|0.14|1.69|0.08|7.71|0.14|1|
8508931|4924|172|2.692|0.012|0.00|0.30|3.05|0.28|13.04|0.43|3.10|0.28|13.15|0.43|3.16|0.29|13.28|0.43|2|
8509198|4993|162|2.954|0.010|-0.12|0.30|1.77|0.12|7.35|0.18|1.69|0.12|7.19|0.18|1.81|0.13|7.43|0.18|1|
8509478|5265|177|3.151|0.010|-0.13|0.30|1.59|0.12|5.56|0.14|1.64|0.12|5.64|0.15|1.63|0.12|5.62|0.15|1|
8510050|4781|147|3.043|0.008|0.18|0.30|1.37|0.09|5.85|0.13|1.30|0.08|5.68|0.13|1.39|0.09|5.88|0.13|1|
8510483|4474|156|2.442|0.015|0.06|0.30|1.11|0.24|10.48|1.04|0.97|0.20|9.78|0.95|1.09|0.23|10.41|1.03|2|
8510560|4934|80|2.912|0.006|-0.06|0.15|1.63|0.08|7.39|0.13|1.55|0.08|7.21|0.13|1.66|0.08|7.46|0.14|1|
8511194|4175|146|1.633|0.016|0.04|0.30|0.76|0.10|22.08|1.10|0.62|0.08|19.86|0.97|0.76|0.10|21.99|1.10|0|
8515390|4907|80|2.657|0.008|0.02|0.15|1.78|0.11|10.37|0.22|1.69|0.10|10.11|0.22|1.82|0.11|10.49|0.23|2|
8518198|4835|80|3.047|0.006|0.05|0.15|1.28|0.06|5.62|0.10|1.22|0.06|5.48|0.09|1.30|0.06|5.65|0.10|1|
8518402|4856|80|2.681|0.036|0.16|0.15|2.39|0.79|11.69|1.61|2.34|0.77|11.56|1.59|2.45|0.81|11.83|1.64|2|
8518881|4781|80|3.105|0.006|0.22|0.30|1.35|0.07|5.40|0.10|1.29|0.06|5.26|0.09|1.37|0.07|5.43|0.10|1|
8522040|4852|80|2.572|0.008|-0.01|0.15|1.67|0.11|11.07|0.27|1.56|0.10|10.72|0.26|1.70|0.11|11.17|0.27|2|
8522050|5027|80|2.804|0.008|-0.54|0.15|2.05|0.12|9.39|0.20|1.93|0.11|9.12|0.19|2.10|0.12|9.50|0.20|2|
8522751|4999|161|3.057|0.009|-0.29|0.30|1.37|0.09|5.74|0.13|1.31|0.09|5.61|0.13|1.40|0.09|5.81|0.13|1|
8522971|5022|80|2.971|0.010|0.18|0.15|2.35|0.18|8.30|0.23|2.38|0.18|8.36|0.23|2.42|0.18|8.42|0.23|0|
8523747|4388|153|2.245|0.051|0.18|0.30|1.15|0.92|13.42|5.06|1.00|0.78|12.51|4.57|1.14|0.90|13.31|5.00|2|
8524315|4756|80|2.829|0.007|0.09|0.15|1.28|0.06|7.22|0.13|1.20|0.06|6.97|0.13|1.30|0.06|7.25|0.13|1|
8524633|4635|80|2.610|0.007|-0.33|0.15|1.14|0.06|8.75|0.18|0.98|0.05|8.13|0.16|1.11|0.06|8.63|0.17|1|
8525101|4989|159|3.121|0.009|-0.29|0.30|1.35|0.09|5.29|0.12|1.29|0.08|5.16|0.12|1.38|0.09|5.35|0.13|1|
8525150|5002|142|2.771|0.010|-0.23|0.30|3.23|0.24|12.25|0.33|3.35|0.25|12.49|0.34|3.56|0.27|12.87|0.35|2|
8525293|5120|158|2.490|0.012|-0.56|0.30|1.31|0.14|10.77|0.45|1.26|0.13|10.59|0.44|1.34|0.14|10.93|0.45|2|
8525359|4611|80|2.649|0.008|0.24|0.15|1.44|0.09|9.43|0.21|1.31|0.08|8.99|0.20|1.46|0.09|9.48|0.21|1|
8526108|4856|80|2.528|0.008|0.05|0.15|1.37|0.12|10.56|0.41|1.31|0.11|10.30|0.39|1.39|0.12|10.63|0.41|2|
8526197|4688|164|2.603|0.039|-0.30|0.30|1.57|0.63|10.37|1.79|1.39|0.54|9.74|1.64|1.55|0.62|10.29|1.77|2|
8526691|4677|143|3.028|0.009|0.39|0.30|1.27|0.08|5.72|0.13|1.20|0.08|5.55|0.13|1.27|0.08|5.71|0.13|1|
8527188|4514|80|2.238|0.018|0.05|0.15|1.36|0.25|14.67|1.17|1.20|0.22|13.79|1.08|1.35|0.25|14.62|1.16|2|
8538793|4809|100|3.015|0.007|-0.17|0.30|1.17|0.06|5.56|0.10|1.07|0.05|5.33|0.10|1.17|0.06|5.57|0.10|1|
8538804|5104|178|2.782|0.011|-0.42|0.30|1.29|0.11|7.64|0.24|1.26|0.11|7.54|0.24|1.32|0.11|7.73|0.24|1|
8538853|4856|100|2.350|0.011|-0.51|0.30|0.86|0.09|10.27|0.43|0.78|0.08|9.77|0.41|0.86|0.09|10.28|0.44|2|
8538882|4691|100|2.363|0.010|-0.07|0.30|1.08|0.08|11.33|0.33|0.97|0.08|10.76|0.31|1.08|0.08|11.33|0.33|2|
8538922|4552|100|2.075|0.013|-0.40|0.30|1.08|0.12|15.77|0.71|0.92|0.10|14.55|0.64|1.04|0.12|15.50|0.69|0|
8539201|4946|80|2.441|0.012|-0.56|0.15|1.43|0.13|11.92|0.40|1.31|0.12|11.39|0.38|1.46|0.13|12.04|0.40|2|
8539821|5183|152|3.073|0.008|-0.55|0.30|1.28|0.08|5.44|0.12|1.26|0.08|5.41|0.12|1.31|0.08|5.52|0.12|1|
8540034|4998|100|3.203|0.007|-0.44|0.30|1.31|0.07|4.75|0.09|1.23|0.06|4.60|0.08|1.34|0.07|4.80|0.09|1|
8540384|4897|80|2.485|0.010|-0.17|0.15|1.30|0.10|10.82|0.30|1.23|0.09|10.49|0.29|1.32|0.10|10.90|0.31|2|
8540615|4889|80|2.595|0.017|-0.08|0.15|1.99|0.24|11.78|0.50|1.88|0.23|11.43|0.48|2.04|0.25|11.91|0.50|2|
8540767|4913|100|2.377|0.012|-0.58|0.30|0.81|0.09|9.66|0.43|0.75|0.08|9.29|0.41|0.82|0.09|9.74|0.43|2|
8540791|4857|170|2.479|0.018|-0.30|0.30|1.31|0.62|10.94|2.55|1.20|0.56|10.45|2.38|1.33|0.63|10.99|2.57|2|
8540820|4830|80|2.259|0.011|-0.45|0.15|0.79|0.08|10.91|0.45|0.72|0.07|10.40|0.42|0.79|0.08|10.91|0.45|2|
8542964|4598|80|2.610|0.007|-0.20|0.15|1.18|0.06|8.89|0.18|1.02|0.06|8.29|0.16|1.15|0.06|8.80|0.18|1|
8543165|4945|143|2.782|0.008|-0.27|0.30|1.27|0.08|7.59|0.17|1.20|0.07|7.37|0.16|1.29|0.08|7.64|0.17|1|
8543200|5108|100|2.525|0.015|-0.15|0.15|1.50|0.17|11.07|0.45|1.48|0.17|11.03|0.45|1.53|0.17|11.19|0.46|2|
8543569|4948|100|2.906|0.007|0.09|0.15|1.34|0.07|6.77|0.13|1.32|0.07|6.71|0.13|1.36|0.07|6.81|0.13|1|
8543941|5026|153|2.465|0.012|0.06|0.30|1.28|0.11|10.98|0.35|1.29|0.11|11.02|0.35|1.29|0.11|11.03|0.35|2|
8544007|4787|140|2.170|0.012|-0.03|0.30|1.18|0.10|14.80|0.47|1.10|0.10|14.29|0.45|1.19|0.10|14.85|0.47|0|
8544483|4899|100|2.647|0.007|-0.07|0.15|1.30|0.07|8.95|0.18|1.24|0.07|8.74|0.18|1.31|0.07|9.01|0.18|1|
8544630|5148|148|2.796|0.008|-0.35|0.30|1.21|0.07|7.29|0.16|1.21|0.07|7.30|0.16|1.23|0.07|7.35|0.16|1|
8545067|4806|100|2.568|0.008|-0.38|0.30|1.57|0.09|10.78|0.23|1.40|0.08|10.18|0.22|1.56|0.09|10.75|0.23|1|
8545291|4839|100|2.646|0.008|-0.12|0.15|1.24|0.07|8.76|0.19|1.15|0.07|8.46|0.18|1.25|0.07|8.79|0.19|1|
8545504|5077|100|2.961|0.006|-0.05|0.15|1.71|0.08|7.15|0.13|1.68|0.08|7.10|0.13|1.74|0.09|7.23|0.13|1|
8545658|5141|149|2.392|0.012|-0.25|0.30|0.73|0.10|9.01|0.54|0.78|0.11|9.30|0.57|0.74|0.10|9.09|0.55|2|
8545861|4857|80|2.570|0.011|-0.09|0.15|1.56|0.13|10.74|0.32|1.46|0.12|10.37|0.30|1.59|0.13|10.82|0.32|2|
8546146|4055|80|1.616|0.039|0.36|0.15|1.19|0.33|28.13|2.77|1.02|0.28|26.03|2.54|1.17|0.33|27.87|2.74|1|
8546721|4343|80|1.836|0.037|0.17|0.15|1.81|0.80|26.95|5.38|1.63|0.71|25.50|4.98|1.80|0.80|26.85|5.35|0|
8546822|5170|155|3.100|0.008|-0.74|0.30|1.11|0.07|4.92|0.11|1.09|0.07|4.87|0.10|1.14|0.07|4.99|0.11|1|
8546998|5160|168|2.541|0.012|0.04|0.30|1.71|0.16|11.60|0.40|1.73|0.16|11.70|0.40|1.74|0.16|11.72|0.41|2|
8547085|4536|80|2.407|0.008|0.09|0.15|1.30|0.08|11.82|0.26|1.15|0.07|11.13|0.24|1.29|0.08|11.80|0.26|1|
8547122|4817|80|2.379|0.022|-0.30|0.15|0.90|0.16|10.14|0.70|0.83|0.15|9.74|0.66|0.90|0.16|10.16|0.70|2|
8547156|4837|147|2.413|0.018|0.17|0.30|1.47|0.21|12.49|0.69|1.40|0.20|12.19|0.67|1.49|0.22|12.58|0.70|2|
8547390|4780|95|2.546|0.009|0.24|0.15|1.51|0.11|10.86|0.31|1.43|0.11|10.56|0.30|1.53|0.11|10.94|0.31|2|
8547469|4936|100|2.385|0.013|-0.14|0.15|1.09|0.12|11.08|0.51|1.06|0.12|10.94|0.50|1.09|0.12|11.11|0.51|2|
8547560|5125|149|2.955|0.008|-0.28|0.30|1.39|0.08|6.50|0.14|1.38|0.08|6.47|0.14|1.42|0.08|6.57|0.14|1|
8547564|5098|147|3.051|0.008|-0.46|0.30|1.27|0.08|5.56|0.12|1.23|0.07|5.48|0.12|1.30|0.08|5.63|0.12|1|
8547653|4828|80|2.297|0.016|-0.46|0.15|0.86|0.21|10.94|1.23|0.78|0.18|10.38|1.14|0.86|0.21|10.92|1.22|2|
8547669|4683|100|2.357|0.009|0.07|0.15|1.68|0.12|14.24|0.38|1.53|0.11|13.59|0.36|1.70|0.12|14.33|0.39|1|
8548606|5210|161|2.354|0.014|-0.23|0.30|0.97|0.11|10.85|0.48|1.02|0.12|11.10|0.50|0.97|0.11|10.84|0.48|2|
8552314|4715|165|2.357|0.017|-0.08|0.30|0.73|0.21|9.40|1.26|0.70|0.20|9.20|1.22|0.75|0.21|9.50|1.28|2|
8552581|4663|80|2.630|0.007|0.03|0.15|1.35|0.07|9.32|0.18|1.22|0.07|8.86|0.17|1.36|0.07|9.35|0.19|1|
8552766|5007|158|2.399|0.014|0.29|0.30|0.96|0.13|10.25|0.62|1.01|0.14|10.49|0.64|0.96|0.13|10.24|0.62|2|
8552947|4735|80|2.365|0.010|-0.16|0.15|0.85|0.08|10.03|0.37|0.78|0.07|9.63|0.35|0.86|0.08|10.06|0.37|2|
8553297|5402|163|3.176|0.009|-0.46|0.30|1.90|0.12|5.89|0.14|2.00|0.13|6.04|0.14|1.97|0.13|6.00|0.14|1|
8553967|5138|151|3.085|0.008|-0.19|0.30|1.44|0.09|5.70|0.12|1.44|0.09|5.70|0.12|1.47|0.09|5.76|0.12|1|
8554007|4875|145|2.740|0.009|0.20|0.30|1.46|0.10|8.54|0.20|1.41|0.09|8.38|0.20|1.48|0.10|8.60|0.21|1|
8555265|4719|80|2.591|0.008|-0.00|0.15|1.36|0.08|9.77|0.21|1.24|0.08|9.33|0.20|1.37|0.08|9.81|0.22|1|
8555588|4467|80|2.441|0.013|0.31|0.15|1.24|0.12|11.11|0.41|1.10|0.11|10.46|0.38|1.24|0.12|11.10|0.41|2|
8555599|4574|80|2.695|0.007|0.09|0.15|1.23|0.07|8.23|0.16|1.09|0.06|7.77|0.15|1.22|0.07|8.23|0.16|1|
8555914|4737|80|2.462|0.010|0.06|0.15|1.24|0.09|10.81|0.31|1.14|0.09|10.40|0.29|1.25|0.09|10.85|0.31|2|
8556078|4811|80|2.585|0.008|-0.30|0.15|1.68|0.10|10.95|0.24|1.52|0.09|10.39|0.23|1.69|0.10|10.97|0.24|1|
8557457|4686|80|2.441|0.008|-0.73|0.15|1.14|0.07|10.65|0.23|0.96|0.06|9.78|0.21|1.08|0.06|10.36|0.22|1|
8557678|5197|158|2.431|0.014|-0.23|0.30|1.07|0.11|10.43|0.40|1.11|0.11|10.62|0.40|1.08|0.11|10.46|0.40|2|
8558329|4627|80|2.594|0.008|0.23|0.15|1.81|0.11|11.24|0.25|1.65|0.10|10.75|0.24|1.83|0.12|11.32|0.26|1|
8558444|5200|164|2.363|0.010|-0.23|0.30|0.74|0.13|9.39|0.79|0.79|0.14|9.71|0.83|0.75|0.13|9.47|0.80|2|
8558629|4810|80|2.441|0.011|-0.14|0.15|1.17|0.10|10.79|0.33|1.08|0.09|10.37|0.32|1.18|0.10|10.82|0.33|2|
8558633|4985|80|2.424|0.010|-0.55|0.15|1.10|0.10|10.66|0.37|1.03|0.09|10.31|0.36|1.12|0.10|10.78|0.38|2|
8558846|4719|138|2.415|0.009|0.03|0.30|1.29|0.09|11.68|0.28|1.18|0.08|11.18|0.27|1.30|0.09|11.73|0.28|1|
8559142|4624|133|2.000|0.027|-0.48|0.30|1.60|0.40|20.98|2.21|1.41|0.35|19.66|2.03|1.55|0.39|20.64|2.16|0|
8559852|4698|137|2.353|0.025|0.36|0.30|1.33|0.23|12.73|0.77|1.25|0.22|12.36|0.74|1.33|0.23|12.74|0.77|2|
8560056|4904|143|2.926|0.008|-0.61|0.30|1.10|0.07|5.99|0.13|0.99|0.06|5.68|0.12|1.11|0.07|6.01|0.13|1|
8560280|4845|80|3.125|0.006|-0.04|0.15|1.18|0.06|4.92|0.10|1.11|0.06|4.79|0.09|1.18|0.06|4.93|0.10|1|
8560306|4855|147|2.609|0.009|-0.20|0.30|1.19|0.08|8.94|0.22|1.10|0.07|8.61|0.21|1.19|0.08|8.97|0.22|1|
8560398|5124|165|2.424|0.013|-0.71|0.30|1.55|0.15|12.66|0.45|1.47|0.15|12.35|0.44|1.61|0.16|12.89|0.46|2|
8560475|5085|163|2.435|0.012|-0.03|0.30|1.32|0.17|11.55|0.67|1.34|0.18|11.62|0.68|1.34|0.18|11.62|0.68|2|
8560949|4820|145|2.410|0.013|0.33|0.30|1.29|0.13|11.74|0.45|1.26|0.13|11.57|0.44|1.29|0.13|11.75|0.45|2|
8561126|4709|80|2.447|0.013|0.20|0.15|1.28|0.12|11.19|0.39|1.19|0.11|10.80|0.38|1.29|0.12|11.24|0.39|2|
8561202|4925|80|2.702|0.007|-0.34|0.15|1.81|0.10|9.93|0.19|1.68|0.09|9.56|0.18|1.85|0.10|10.02|0.20|1|
8561216|4544|80|2.660|0.007|0.15|0.15|1.29|0.07|8.79|0.17|1.15|0.06|8.30|0.16|1.29|0.07|8.80|0.17|1|
8561238|4867|80|2.664|0.008|0.15|0.15|1.99|0.12|10.87|0.24|1.90|0.12|10.63|0.24|2.03|0.12|10.99|0.25|2|
8564109|5243|167|2.416|0.012|-0.69|0.30|0.77|0.09|8.97|0.48|0.80|0.10|9.16|0.50|0.80|0.10|9.20|0.50|2|
8564157|5274|173|3.150|0.009|-0.02|0.30|1.44|0.09|5.29|0.12|1.51|0.10|5.41|0.12|1.46|0.09|5.33|0.12|1|
8564277|4940|156|2.419|0.012|0.05|0.30|1.05|0.10|10.46|0.35|1.06|0.10|10.51|0.36|1.05|0.10|10.48|0.36|2|
8564559|4965|100|2.575|0.013|-0.06|0.15|1.74|0.16|11.27|0.37|1.66|0.16|11.02|0.36|1.78|0.17|11.40|0.37|2|
8564860|5132|169|2.770|0.011|0.13|0.30|2.32|0.19|10.40|0.32|2.42|0.20|10.60|0.33|2.40|0.20|10.56|0.32|2|
8564956|4754|134|2.218|0.017|-0.03|0.30|1.50|0.31|15.76|1.49|1.37|0.28|15.07|1.40|1.51|0.32|15.84|1.50|0|
8564966|4750|80|2.809|0.007|-0.11|0.15|1.28|0.06|7.39|0.14|1.16|0.06|7.04|0.13|1.29|0.07|7.41|0.14|1|
8564976|4992|151|2.933|0.008|-0.20|0.30|1.23|0.08|6.28|0.14|1.19|0.07|6.18|0.14|1.24|0.08|6.31|0.14|1|
8565016|4680|100|2.690|0.007|0.25|0.15|1.40|0.08|8.86|0.18|1.30|0.07|8.53|0.17|1.42|0.08|8.91|0.18|1|
8565159|4728|80|2.384|0.008|0.02|0.15|0.91|0.08|10.18|0.42|0.87|0.08|9.91|0.40|0.92|0.08|10.22|0.42|2|
